Type,Power Type,Category,Series,"FAMILY 
For Archive & one pager",Subheading,Position,Model Name,Description,Dimming,output power (Sorting),output Power(W),Output Current (Sorting),Output Current (A),Output Current,Output Voltage (Sorting),Output Voltage,safety,water proof level,Datasheet,Terminal,BOM Cost$,MOQ 10K Pcs,"EXWorks$ 
MOQ 10k",MOQ 5k Pcs,EXWorks$ MOQ 5k,MOQ 2k Pcs,EXWorks$ MOQ 2k,MOQ 1k Pcs,EXWorks$ MOQ 1k,MOQ 500 Pcs,EXWorks$ MOQ 500,Sample Price 1-10 pcs,EXWorks Price for Order 100-299pcs,EXWorks Price for Order 300-499pcs,Sample Price 1-10 pcs,DAP Price for Order 100-299pcs,DAP Price for Order 300-499pcs,case material,dimension(mm),Status,Responsible,Product Line,Programmable Responsible,Carton Size(mm),Net Weight(kg),Gross Weight(kg),Units/ Carton,"Pallet Size
(mm)",Pallet Weight(kg),Cartons/Pallet,Total Weight/ pallet
Outdoor,High Power,LED Drivers > High Power LED Drivers,"ICE-600 Programmable Series
720W All-in-One Dimmable Outdoor LED Drivers, Constant Voltage","720 Watts ICE-600 Digital Programming Series, Constant Voltage",Constant Voltage<br>36-54Vout<br>277-460Vac<br>UL,2,PLD720-SMT-48-H3(Z/B/E),"600Vac outdoor Constant Voltage，programmable, ","0-10V,PWM,Resistor,Clock",720,720,14.9,14.9,up to 14.9A,36,36-48V,UL,IP67,https://greenwattpower.com/wp-content/uploads/2020/01/23-ICE-600-Programmable-720.pdf,cable,86.00/88.21/88.21,10000,  102.82 ,5000,  103.88 ,2000,  106.00 ,1000,  111.30 ,500,  116.60 ,  318.00 ,  151.58 ,  139.92 ,  279.84 ,  181.90 ,  167.90 ,Aluminum,280*123*54,Sample Available,baoxiangsun@fap-powerland.com,FPS,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,High Power,LED Drivers > High Power LED Drivers,680 Watts Single Output Programmable LED Driver,680 Watts Single Output Programmable LED Driver,,,"680ATP48CV(G)
680ATP48CV(G)-H",,"0-10V,PWM",680,680,5.70,5.7-14.2A,5.7-14.2A,25,25-48V,"UL,CE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,High Power,LED Drivers > High Power LED Drivers,680 Watts Single Output Programmable LED Driver,680 Watts Single Output Programmable LED Driver,,,"680ATP56CV(G)
680ATP56CV(G)-H",,"0-10V,PWM",680,680,5.00,5-12.5A,5-12.5A,28,28-56V,"UL,CE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,High Power,LED Drivers > High Power LED Drivers,680 Watts Single Output Programmable LED Driver,680 Watts Single Output Programmable LED Driver,,,"680ATP80CV(G)
680ATP80CV(G)-H",,"0-10V,PWM",680,680,3.75,3.75-9.37A,3.75-9.37A,38,38-80V,"UL,CE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,High Power,LED Drivers > High Power LED Drivers,680 Watts Single Output Programmable LED Driver,680 Watts Single Output Programmable LED Driver,,,"680ATP140CV(G)
680ATP140CV(G)-H",,"0-10V,PWM",680,680,2.14,2.14-5.36A,2.14-5.36A,67,67-140V,"UL,CE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,High Power,LED Drivers > High Power LED Drivers,680 Watts Single Output Programmable LED Driver,680 Watts Single Output Programmable LED Driver,,,"680ATP180CV(G)
680ATP180CV(G)-H",,"0-10V,PWM",680,680,1.71,1.71-4.28A,1.71-4.28A,84,84-180V,"UL,CE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,High Power,LED Drivers > High Power LED Drivers,680 Watts Single Output Programmable LED Driver,680 Watts Single Output Programmable LED Driver,,,"680ATP240CV(G)
680ATP240CV(G)-H",,"0-10V,PWM",680,680,1.25,1.25-3.13A,1.25-3.13A,115,115-240V,"UL,CE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,High Power,LED Drivers > High Power LED Drivers,680 Watts Single Output Programmable LED Driver,680 Watts Single Output Programmable LED Driver,,,"680ATP300CV(G)
680ATP300CV(G)-H",,"0-10V,PWM",680,680,1.00,1.0-2.5A,1.0-2.5A,144,144-300V,"UL,CE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,High Power,LED Drivers > High Power LED Drivers,680 Watts Single Output Programmable LED Driver,680 Watts Single Output Programmable LED Driver,,,"680ATP375CV(G)
680ATP375CV(G)-H",,"0-10V,PWM",680,680,0.80,0.8-2A,0.8-2A,180,180-375V,"UL,CE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,High Power,LED Drivers > High Power LED Drivers,680 Watts Single Output Programmable LED Driver,680 Watts Single Output Programmable LED Driver,,,"680ATP460CV(G)
680ATP460CV(G)-H",,"0-10V,PWM",680,680,0.40,0.4-1.6A,0.4-1.6A,225,225-460V,"UL,CE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,High Power,LED Drivers > High Power LED Drivers,680 Watts Single Output Programmable LED Driver,680 Watts Single Output Programmable LED Driver,,,680AHP48CV(G),,"0-10V,PWM",680,680,5.70,5.7-14.2A,5.7-14.2A,25,25-48V,"UL,CE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,High Power,LED Drivers > High Power LED Drivers,680 Watts Single Output Programmable LED Driver,680 Watts Single Output Programmable LED Driver,,,680AHP56CV(G),,"0-10V,PWM",680,680,5.00,5-12.5A,5-12.5A,28,28-56V,"UL,CE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,High Power,LED Drivers > High Power LED Drivers,680 Watts Single Output Programmable LED Driver,680 Watts Single Output Programmable LED Driver,,,680AHP80CV(G),,"0-10V,PWM",680,680,3.75,3.75-9.37A,3.75-9.37A,38,38-80V,"UL,CE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,High Power,LED Drivers > High Power LED Drivers,680 Watts Single Output Programmable LED Driver,680 Watts Single Output Programmable LED Driver,,,680AHP140CV(G),,"0-10V,PWM",680,680,2.14,2.14-5.36A,2.14-5.36A,67,67-140V,"UL,CE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,High Power,LED Drivers > High Power LED Drivers,680 Watts Single Output Programmable LED Driver,680 Watts Single Output Programmable LED Driver,,,680AHP180CV(G),,"0-10V,PWM",680,680,1.71,1.71-4.28A,1.71-4.28A,84,84-180V,"UL,CE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,High Power,LED Drivers > High Power LED Drivers,680 Watts Single Output Programmable LED Driver,680 Watts Single Output Programmable LED Driver,,,680AHP240CV(G),,"0-10V,PWM",680,680,1.25,1.25-3.13A,1.25-3.13A,115,115-240V,"UL,CE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,High Power,LED Drivers > High Power LED Drivers,680 Watts Single Output Programmable LED Driver,680 Watts Single Output Programmable LED Driver,,,680AHP300CV(G),,"0-10V,PWM",680,680,1.00,1.0-2.5A,1.0-2.5A,144,144-300V,"UL,CE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,High Power,LED Drivers > High Power LED Drivers,680 Watts Single Output Programmable LED Driver,680 Watts Single Output Programmable LED Driver,,,680AHP375CV(G),,"0-10V,PWM",680,680,0.80,0.8-2A,0.8-2A,180,180-375V,"UL,CE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,High Power,LED Drivers > High Power LED Drivers,680 Watts Single Output Programmable LED Driver,680 Watts Single Output Programmable LED Driver,,,680AHP460CV(G),,"0-10V,PWM",680,680,0.40,0.4-1.6A,0.4-1.6A,225,225-460V,"UL,CE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
